text,YS_Class
"Test temp=1073.15, Solidus temperature=1913.27731, W=6.957179961413419e-07, Nb=0.1999955755356229, Hf=0.1999955280898802, Mo=0.1999955227650727, Re=6.868742657935755e-07, Zr=0.1999955747820076, Ta=0.1999898519575714, Ti=2.6720036018681828e-06, C=1.06486384489738e-05, Y=1.4386094549529e-06, Al=4.740307675208011e-06, Si=4.553979683844842e-06, V=2.510738718149727e-06, Cr=0.0",1
"Test temp=1088.7055556, Solidus temperature=3693.60864, W=0.999952875850675, Nb=1.9786966481623816e-06, Hf=1.0299374906095606e-06, Mo=1.915930616976556e-06, Re=9.872536623161348e-07, Zr=2.0151883572185004e-06, Ta=1.0159474800086109e-06, Ti=3.840506877366464e-06, C=1.530543191232208e-05, Y=2.067732806096567e-06, Al=6.813308266029616e-06, Si=6.545496526638319e-06, V=3.6087186812108106e-06, Cr=0.0",1
"Test temp=1922.038889, Solidus temperature=2869.3432, W=0.0474968002872111, Nb=1.8797012142332737e-06, Hf=9.784090721946212e-07, Mo=0.0455018851735325, Re=9.378607425930172e-07, Zr=0.009571836101027, Ta=0.8872261671026315, Ti=3.648363910335261e-06, C=0.010177784090185, Y=1.964282837361297e-06, Al=6.472434181609059e-06, Si=6.218021231454592e-06, V=3.428172222961985e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=2168.11016, W=5.626896891216913e-07, Nb=0.3749936445341938, Hf=5.795555630462869e-07, Mo=1.0781122714760997e-06, Re=5.555369693305394e-07, Zr=0.124997928679465, Ta=0.2499906259996488, Ti=0.2499957010622947, C=8.61251123537855e-06, Y=1.16353279843938e-06, Al=3.83391297465025e-06, Si=3.683212776989256e-06, V=2.0306601189233094e-06, Cr=0.0",1
"Test temp=473.15, Solidus temperature=2435.90337, W=5.833250048954991e-07, Nb=0.3333272541058718, Hf=6.008093949240214e-07, Mo=1.1176494934860715e-06, Re=5.759099759943964e-07, Zr=1.17555104906591e-06, Ta=0.3333213348524453, Ti=0.3333273253110241, C=8.928354749811722e-06, Y=1.2062026165880937e-06, Al=3.974512680688398e-06, Si=3.818285909098595e-06, V=2.105129784163964e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1913.27731, W=6.957179961413419e-07, Nb=0.1999955755356229, Hf=0.1999955280898802, Mo=0.1999955227650727, Re=6.868742657935755e-07, Zr=0.1999955747820076, Ta=0.1999898519575714, Ti=2.6720036018681828e-06, C=1.06486384489738e-05, Y=1.4386094549529e-06, Al=4.740307675208011e-06, Si=4.553979683844842e-06, V=2.510738718149727e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=366.48333333, Solidus temperature=3573.76462, W=0.9100096873476118, Nb=1.980988072283689e-06, Hf=1.0311302068410324e-06, Mo=1.918149355070932e-06, Re=0.0899441223280224, Zr=2.017522040461456e-06, Ta=1.0171239951474196e-06, Ti=3.844954365618398e-06, C=1.532315632495678e-05, Y=2.070127338291641e-06, Al=6.82119839861825e-06, Si=6.553076520590905e-06, V=3.612897747790228e-06, Cr=0.0",1
"Test temp=199.81666667, Solidus temperature=2597.1145, W=9.16986890966312e-07, Nb=0.0725801048475882, Hf=9.444723515897072e-07, Mo=0.0702777988682634, Re=9.053304657464372e-07, Zr=1.847966215417509e-06, Ta=0.8571024686430518, Ti=3.521818163562513e-06, C=1.4035373410644148e-05, Y=1.896150478683313e-06, Al=6.247933820055513e-06, Si=6.0023453395968325e-06, V=3.309263960331888e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=297.03888888999995, Solidus temperature=2609.97709, W=0.049182683256606, Nb=1.946420577336985e-06, Hf=0.10131373735105, Mo=1.884678372046788e-06, Re=9.71149794572112e-07, Zr=1.9823170415448704e-06, Ta=0.8494592364348666, Ti=3.7778613616455854e-06, C=1.50557730245516e-05, Y=2.034004396762297e-06, Al=6.702171058437001e-06, Si=6.438727806088169e-06, V=3.5498540443035498e-06, Cr=0.0",1
"Test temp=1473.15, Solidus temperature=2729.65142, W=0.1999907377949308, Nb=0.1999960028956584, Hf=6.774313435520744e-07, Mo=0.1999959721677921, Re=6.493564716181978e-07, Zr=1.3254704958191898e-06, Ta=0.1999959590876531, Ti=2.526055957352869e-06, C=1.00669986271426e-05, Y=1.360031094811081e-06, Al=4.481387088802078e-06, Si=4.3052365281234e-06, V=0.1999959360863581, Cr=0.0",1
"Test temp=1644.2611109999998, Solidus temperature=3631.62255, W=0.9430560000595654, Nb=1.97958585719168e-06, Hf=1.0304003355419124e-06, Mo=1.9167916194984465e-06, Re=0.0469990833856374, Zr=2.0160939653038228e-06, Ta=0.0098997753296536, Ti=3.842232767687048e-06, C=1.5312310040036296e-05, Y=2.0686620271992893e-06, Al=6.816370107386236e-06, Si=6.548438015733241e-06, V=3.610340407936083e-06, Cr=0.0",0
"Test temp=1644.2611109999998, Solidus temperature=2886.66972, W=0.939198617351564, Nb=1.9460439245256222e-06, Hf=0.0043556476794177, Mo=1.884313667000196e-06, Re=0.0383529937422997, Zr=1.981933442390914e-06, Ta=9.9918217526875e-07, Ti=3.7771303058196415e-06, C=0.0180634314893349, Y=2.0336107955625952e-06, Al=6.700874117991148e-06, Si=6.437481844676747e-06, V=3.5491671102866776e-06, Cr=0.0",0
"Test temp=293.15, Solidus temperature=2873.69136, W=5.679722663123746e-07, Nb=0.249995698818963, Hf=5.84996478451829e-07, Mo=0.2499956788188357, Re=5.607523961981395e-07, Zr=1.144611302276451e-06, Ta=0.2499905220783794, Ti=0.2499957367077658, C=8.6933662008881e-06, Y=1.174456140274987e-06, Al=3.869906065731349e-06, Si=3.7177910821907017e-06, V=2.049724123531246e-06, Cr=0.0",1
"Test temp=77.14999999999998, Solidus temperature=1873.36474, W=5.47291191227791e-07, Nb=0.1999967415289484, Hf=0.1499930069654969, Mo=1.0486087816083075e-06, Re=5.40334211900289e-07, Zr=0.249995887682093, Ta=0.0999983777370071, Ti=0.2999950548359543, C=8.376822295838575e-06, Y=1.1316917007746636e-06, Al=3.728994576451592e-06, Si=3.5824184221508294e-06, V=1.975089320010544e-06, Cr=0.0",1
"Test temp=699.8166667, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1707.65511, W=0.1999907975199391, Nb=0.1999959854182949, Hf=6.739865601594976e-07, Mo=0.1999960429080592, Re=6.460544508147853e-07, Zr=1.3187303902796273e-06, Ta=0.1999960256660079, Ti=0.1999960373211092, C=1.001580727024134e-05, Y=1.3531152463293328e-06, Al=4.458598937698428e-06, Si=4.283344114324784e-06, V=2.361529619718083e-06, Cr=0.0",1
"Test temp=1699.816667, Solidus temperature=2609.97709, W=0.049182683256606, Nb=1.946420577336985e-06, Hf=0.10131373735105, Mo=1.884678372046788e-06, Re=9.71149794572112e-07, Zr=1.9823170415448704e-06, Ta=0.8494592364348666, Ti=3.7778613616455854e-06, C=1.50557730245516e-05, Y=2.034004396762297e-06, Al=6.702171058437001e-06, Si=6.438727806088169e-06, V=3.5498540443035498e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1707.65511, W=6.779242495256513e-07, Nb=1.3414535582249117e-06, Hf=0.2499947184278198, Mo=1.2989014490129834e-06, Re=6.693067072279547e-07, Zr=0.2499947463992236, Ta=0.2499885431832369, Ti=0.2499947232007423, C=1.0376287905486285e-05, Y=1.4018154489585978e-06, Al=4.619069135856028e-06, Si=4.437506686111899e-06, V=2.4465238368088054e-06, Cr=0.0",1
"Test temp=1644.2611109999998, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=1273.15, Solidus temperature=1927.39096, W=6.231622295281196e-07, Nb=0.1666636490892775, Hf=0.1666636904362884, Mo=0.1666636224794406, Re=6.152408033878937e-07, Zr=0.1666636572213283, Ta=0.1666591980742634, Ti=0.1666635437248652, C=9.538102096116022e-06, Y=1.28857824627344e-06, Al=4.245945506535024e-06, Si=4.079049483770968e-06, V=2.2488961706359164e-06, Cr=0.0",1
"Test temp=77.59444439999999, Solidus temperature=2581.38342, W=0.0197020155099097, Nb=1.949284070341457e-06, Hf=1.0146278590794449e-06, Mo=1.8874510324866087e-06, Re=0.0194515701952225, Zr=1.9852333439346018e-06, Ta=0.9608019640525264, Ti=3.783419194164876e-06, C=1.5077922451676808e-05, Y=2.03699673943942e-06, Al=6.712031013764267e-06, Si=6.448200194658814e-06, V=3.555076441940071e-06, Cr=0.0",1
"Test temp=293.15, Solidus temperature=2622.42907, W=0.2499884668310499, Nb=0.2499946412453932, Hf=7.080934369134924e-07, Mo=1.3172235284490804e-06, Re=6.787478320078691e-07, Zr=1.385464324680887e-06, Ta=0.2499945934777853, Ti=0.2499945993130085, C=1.0522654030029913e-05, Y=1.421589215498072e-06, Al=4.684224927076592e-06, Si=4.500101388783865e-06, V=2.481034079379077e-06, Cr=0.0",1
"Test temp=1073.15, Solidus temperature=2024.63867, W=5.509456797827363e-07, Nb=0.1999968251007704, Hf=0.1999922634453534, Mo=0.1999967561813467, Re=5.439422458406947e-07, Zr=0.1999968147129877, Ta=5.597515360293707e-07, Ti=0.1999967654017045, C=8.432757786300745e-06, Y=1.1392484720775769e-06, Al=3.7538946081340367e-06, Si=3.6063397045186392e-06, V=1.9882778043688986e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2905.40539, W=0.9152974236604224, Nb=1.8981100853715755e-06, Hf=0.0022723796000265, Mo=1.8379003321872228e-06, Re=0.0383553504614286, Zr=1.9331155931921866e-06, Ta=9.74570892310891e-07, Ti=3.684094195862787e-06, C=0.0440462584813997, Y=1.9835200594040103e-06, Al=6.5358220253249455e-06, Si=6.278917479602073e-06, V=3.4617460591730524e-06, Cr=0.0",0
"Test temp=1473.15, Solidus temperature=1929.5328, W=5.774852385206957e-07, Nb=0.1999971394954651, Hf=0.1199983214110045, Mo=1.106460513284468e-06, Re=5.701444427419202e-07, Zr=0.1999971703377147, Ta=0.1999931097701657, Ti=0.19999728386406, C=8.838971463628736e-06, Y=1.1941271159281951e-06, Al=0.0799988238174498, Si=3.780060395921195e-06, V=2.0840549699094988e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1685.69169, W=0.1666582464533518, Nb=0.1666631015121418, Hf=0.1666631484965269, Mo=1.34663699197084e-06, Re=6.939042000547891e-07, Zr=0.1666631602759349, Ta=0.166663125677539, Ti=0.1666630402396944, C=1.075762379315645e-05, Y=1.4533331538880971e-06, Al=4.788823179419161e-06, Si=4.60058818178783e-06, V=2.536435310691717e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1988.34629, W=5.020851784014081e-07, Nb=0.2499893570012122, Hf=0.1249986516372892, Mo=0.1249986345521782, Re=4.957028425210378e-07, Zr=0.2499973168117751, Ta=5.101100891445365e-07, Ti=0.2499972895432403, C=7.684900441038622e-06, Y=1.0382144616728244e-06, Al=3.420981256751695e-06, Si=3.2865122286345222e-06, V=1.811947806745284e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=1366.483333, Solidus temperature=3693.60864, W=0.999952875850675, Nb=1.9786966481623816e-06, Hf=1.0299374906095606e-06, Mo=1.915930616976556e-06, Re=9.872536623161348e-07, Zr=2.0151883572185004e-06, Ta=1.0159474800086109e-06, Ti=3.840506877366464e-06, C=1.530543191232208e-05, Y=2.067732806096567e-06, Al=6.813308266029616e-06, Si=6.545496526638319e-06, V=3.6087186812108106e-06, Cr=0.0",1
"Test temp=1273.15, Solidus temperature=1818.01452, W=4.6166666485551286e-07, Nb=0.199998016244578, Hf=4.7550450819114493e-07, Mo=8.845523675564091e-07, Re=4.55798115361063e-07, Zr=0.1999979553865755, Ta=0.159995098999026, Ti=0.299997074802782, C=7.06625590434081e-06, Y=9.546368396122128e-07, Al=0.0999988650008086, Si=3.02194369575181e-06, V=0.0399996692081342, Cr=0.0",0
"Test temp=624.8166667, Solidus temperature=3623.16476, W=0.94957123541777, Nb=1.9799801884513167e-06, Hf=1.0306055901211813e-06, Mo=1.917173442217088e-06, Re=0.050382597758501, Zr=2.016495568937228e-06, Ta=1.01660650448477e-06, Ti=3.842998136100647e-06, C=1.531536023484553e-05, Y=2.069074102331057e-06, Al=6.817727920587836e-06, Si=6.549742457165784e-06, V=3.611059583654381e-06, Cr=0.0",0
"Test temp=1755.372222, Solidus temperature=2597.1145, W=9.16986890966312e-07, Nb=0.0725801048475882, Hf=9.444723515897072e-07, Mo=0.0702777988682634, Re=9.053304657464372e-07, Zr=1.847966215417509e-06, Ta=0.8571024686430518, Ti=3.521818163562513e-06, C=1.4035373410644148e-05, Y=1.896150478683313e-06, Al=6.247933820055513e-06, Si=6.0023453395968325e-06, V=3.309263960331888e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1697.11405, W=4.937028533455056e-07, Nb=0.2439910823757847, Hf=0.1219989858759511, Mo=0.1219989531506432, Re=4.874270707279413e-07, Zr=0.2439979912158983, Ta=5.015937879959564e-07, Ti=0.2439979787674666, C=7.5566008291597506e-06, Y=1.0208814443485749e-06, Al=3.3638678860771336e-06, Si=0.0239998028430931, V=1.7816972911876911e-06, Cr=0.0",1
"Test temp=1922.038889, Solidus temperature=2912.10753, W=0.8695569805273882, Nb=1.8062840398929968e-06, Hf=0.0030086223120306, Mo=1.7489870911749235e-06, Re=0.0337961203254108, Zr=1.8395960646127545e-06, Ta=9.274234735341134e-07, Ti=3.505866492536276e-06, C=0.0936110720479699, Y=1.8875620827902087e-06, Al=6.219634521152922e-06, Si=5.9751584055200695e-06, V=3.2942750291654923e-06, Cr=0.0",0
"Test temp=273.15, Solidus temperature=2489.84962, W=0.048182627867274, Nb=1.9068430622567931e-06, Hf=9.925367591595794e-07, Mo=0.0461589072804568, Re=9.514029340593713e-07, Zr=1.9420096262210965e-06, Ta=0.905615877361218, Ti=3.701044271468722e-06, C=1.4749636678244387e-05, Y=1.992645997337558e-06, Al=6.565892558700721e-06, Si=6.3078060259704585e-06, V=3.477673137665623e-06, Cr=0.0",1
"Test temp=1366.483333, Solidus temperature=3693.60864, W=0.999952875850675, Nb=1.9786966481623816e-06, Hf=1.0299374906095606e-06, Mo=1.915930616976556e-06, Re=9.872536623161348e-07, Zr=2.0151883572185004e-06, Ta=1.0159474800086109e-06, Ti=3.840506877366464e-06, C=1.530543191232208e-05, Y=2.067732806096567e-06, Al=6.813308266029616e-06, Si=6.545496526638319e-06, V=3.6087186812108106e-06, Cr=0.0",1
"Test temp=1273.15, Solidus temperature=2729.65142, W=0.1999907377949308, Nb=0.1999960028956584, Hf=6.774313435520744e-07, Mo=0.1999959721677921, Re=6.493564716181978e-07, Zr=1.3254704958191898e-06, Ta=0.1999959590876531, Ti=2.526055957352869e-06, C=1.00669986271426e-05, Y=1.360031094811081e-06, Al=4.481387088802078e-06, Si=4.3052365281234e-06, V=0.1999959360863581, Cr=0.0",1
"Test temp=1473.15, Solidus temperature=1707.65511, W=0.1999907975199391, Nb=0.1999959854182949, Hf=6.739865601594976e-07, Mo=0.1999960429080592, Re=6.460544508147853e-07, Zr=1.3187303902796273e-06, Ta=0.1999960256660079, Ti=0.1999960373211092, C=1.001580727024134e-05, Y=1.3531152463293328e-06, Al=4.458598937698428e-06, Si=4.283344114324784e-06, V=2.361529619718083e-06, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2888.21244, W=0.8918397326528557, Nb=1.854712525408306e-06, Hf=0.0041512291708682, Mo=1.7958793817232282e-06, Re=0.0365530176293886, Zr=1.8889176825872988e-06, Ta=9.522887290878664e-07, Ti=3.5998626752531755e-06, C=0.0674280863690629, Y=1.9381697230985784e-06, Al=6.38638984515834e-06, Si=6.135359052761878e-06, V=3.3825982092467587e-06, Cr=0.0",0
"Test temp=296.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=1699.816667, Solidus temperature=2749.72216, W=5.053597052210532e-07, Nb=0.9999766791462537, Hf=5.205071892421897e-07, Mo=9.682681418221823e-07, Re=4.989357446703852e-07, Zr=1.0184307661124094e-06, Ta=5.1343695326985e-07, Ti=1.940905596921437e-06, C=7.735020248758507e-06, Y=1.0449855460336798e-06, Al=3.4432924010686867e-06, Si=3.307946385424452e-06, V=1.8237650679276904e-06, Cr=0.0",0
"Test temp=2199.816667, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=2199.816667, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=1273.15, Solidus temperature=1563.28145, W=5.075034173804789e-07, Nb=0.2327646821211339, Hf=0.2327609819302545, Mo=0.1158828490030224, Re=5.0105220669055e-07, Zr=1.0227509016402178e-06, Ta=5.156149287365358e-07, Ti=0.2327645994572243, C=7.767831841747337e-06, Y=1.0494183256920354e-06, Al=3.457898685883975e-06, Si=0.0699293092308293, V=0.1158827561872275, Cr=0.0",1
"Test temp=2199.816667, Solidus temperature=2889.55984, W=0.8289898467231654, Nb=1.7358652607396143e-06, Hf=0.0060537218641861, Mo=1.680802058812649e-06, Re=0.0333446587153454, Zr=1.7678786014982206e-06, Ta=8.91267460790774e-07, Ti=3.369188742621716e-06, C=0.1315856285007178, Y=1.8139746433229497e-06, Al=5.977159328942417e-06, Si=5.742214222394961e-06, V=3.1658462656787434e-06, Cr=0.0",0
"Test temp=644.2611111, Solidus temperature=3678.80297, W=0.990080065663276, Nb=1.978948171327004e-06, Hf=1.0300684117071638e-06, Mo=1.916174161600955e-06, Re=0.009873791576343, Zr=2.015444519047747e-06, Ta=1.0160766227579547e-06, Ti=3.840995065611208e-06, C=1.5307377471119114e-05, Y=2.0679956471437105e-06, Al=6.814174343635908e-06, Si=6.546328561201035e-06, V=3.6091774055654366e-06, Cr=0.0",0
"Test temp=1473.15, Solidus temperature=2046.36648, W=5.340286997067614e-07, Nb=0.2499963165419443, Hf=0.2499919041862568, Mo=0.1249981499019865, Re=5.272403086569841e-07, Zr=1.0762062193511688e-06, Ta=5.425641690529396e-07, Ti=0.2499963258226593, C=8.17382700475323e-06, Y=1.104267448700969e-06, Al=3.638629959324819e-06, Si=3.495605780708588e-06, V=0.1249982111775626, Cr=0.0",0
"Test temp=1922.038889, Solidus temperature=3657.25581, W=0.9880291065712516, Nb=1.9782437875061904e-06, Hf=0.0030891053121411, Mo=1.915492121466278e-06, Re=9.87027711389418e-07, Zr=2.0147271447720923e-06, Ta=0.0088367201692321, Ti=3.839627907633429e-06, C=1.5301928986319987e-05, Y=2.067259567898956e-06, Al=6.811748916720033e-06, Si=6.5439984709080965e-06, V=3.6078927604151696e-06, Cr=0.0",0
"Test temp=1783.15, Solidus temperature=3693.60864, W=0.999952875850675, Nb=1.9786966481623816e-06, Hf=1.0299374906095606e-06, Mo=1.915930616976556e-06, Re=9.872536623161348e-07, Zr=2.0151883572185004e-06, Ta=1.0159474800086109e-06, Ti=3.840506877366464e-06, C=1.530543191232208e-05, Y=2.067732806096567e-06, Al=6.813308266029616e-06, Si=6.545496526638319e-06, V=3.6087186812108106e-06, Cr=0.0",0
"Test temp=2199.816667, Solidus temperature=3587.70906, W=0.9486396141753396, Nb=1.9797044458154075e-06, Hf=0.0036066172186517, Mo=1.916906446384738e-06, Re=0.0477086386737809, Zr=2.016214740974038e-06, Ta=1.0164649264230984e-06, Ti=3.8424629396163465e-06, C=1.5313227335826796e-05, Y=2.06878595199996e-06, Al=6.816778447315982e-06, Si=6.548830304983556e-06, V=3.610556688173997e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=1723.04027, W=6.434114901834956e-07, Nb=0.199996131668207, Hf=0.1999961567155306, Mo=1.2327750740524634e-06, Re=6.352326623345731e-07, Zr=0.1999960948350532, Ta=0.1999909342642716, Ti=0.1999960751282355, C=9.848036662670376e-06, Y=1.3304497775493272e-06, Al=4.383914807651774e-06, Si=4.211595604683336e-06, V=2.321972622622692e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=2014.82664, W=6.448387110471357e-07, Nb=0.3069940834009363, Hf=0.0799984372824926, Mo=1.2355096262522714e-06, Re=6.36641740852414e-07, Zr=0.1279974969500061, Ta=0.306988759226119, Ti=0.1779965611674241, C=9.86988166171888e-06, Y=1.3334009926107836e-06, Al=4.393639244926149e-06, Si=4.220937802029711e-06, V=2.3271232421288235e-06, Cr=0.0",1
"Test temp=298.15, Solidus temperature=2104.97763, W=4.568640675427168e-07, Nb=0.2499908997382907, Hf=4.705579594209931e-07, Mo=8.753506011157172e-07, Re=4.5105656703052564e-07, Zr=0.2499980846455902, Ta=0.1249990762195669, Ti=0.2499981444149844, C=6.992747496216225e-06, Y=9.44706002777692e-07, Al=0.1249989644398591, Si=2.990507207528905e-06, V=1.6487518070149696e-06, Cr=0.0",1
"Test temp=588.7055556, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=2199.816667, Solidus temperature=3189.9967, W=0.0985785191075857, Nb=1.9506383687254387e-06, Hf=1.0153327891051918e-06, Mo=1.8887623713119927e-06, Re=9.73254225283613e-07, Zr=1.9866126186901e-06, Ta=0.9013760265132827, Ti=3.786047789236545e-06, C=1.5088398095694424e-05, Y=2.0384119776975947e-06, Al=6.71669431189176e-06, Si=6.452680191820893e-06, V=3.5575463919866067e-06, Cr=0.0",0
"Test temp=1644.2611109999998, Solidus temperature=3665.9769, W=0.9811915012615292, Nb=1.979174619501823e-06, Hf=1.0301862809445443e-06, Mo=1.916393426636704e-06, Re=0.0187623506980405, Zr=2.0156751434468096e-06, Ta=1.0161928909351783e-06, Ti=3.841434585116923e-06, C=1.5309129072166494e-05, Y=2.068232284892296e-06, Al=6.814954079742883e-06, Si=6.547077648102819e-06, V=3.6095903985118567e-06, Cr=0.0",0
"Test temp=1473.15, Solidus temperature=1927.39096, W=6.231622295281196e-07, Nb=0.1666636490892775, Hf=0.1666636904362884, Mo=0.1666636224794406, Re=6.152408033878937e-07, Zr=0.1666636572213283, Ta=0.1666591980742634, Ti=0.1666635437248652, C=9.538102096116022e-06, Y=1.28857824627344e-06, Al=4.245945506535024e-06, Si=4.079049483770968e-06, V=2.2488961706359164e-06, Cr=0.0",1
"Test temp=1644.2611109999998, Solidus temperature=2581.38342, W=0.0197020155099097, Nb=1.949284070341457e-06, Hf=1.0146278590794449e-06, Mo=1.8874510324866087e-06, Re=0.0194515701952225, Zr=1.9852333439346018e-06, Ta=0.9608019640525264, Ti=3.783419194164876e-06, C=1.5077922451676808e-05, Y=2.03699673943942e-06, Al=6.712031013764267e-06, Si=6.448200194658814e-06, V=3.555076441940071e-06, Cr=0.0",0
"Test temp=1922.038889, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=1922.038889, Solidus temperature=3335.48572, W=0.9917830604385698, Nb=1.9727849592389723e-06, Hf=0.005134301895942, Mo=1.910206452124445e-06, Re=9.843040760086385e-07, Zr=2.009167643178774e-06, Ta=1.0129121660963394e-06, Ti=3.829032717348914e-06, C=0.0030519408722228, Y=2.0615551066812867e-06, Al=6.792952362033183e-06, Si=6.525940755241689e-06, V=3.597937027400852e-06, Cr=0.0",0
"Test temp=298.15, Solidus temperature=3076.06631, W=0.2499869952822147, Nb=0.2499937510547088, Hf=7.754361978249741e-07, Mo=0.2499937093440322, Re=7.432996984526879e-07, Zr=1.517227998660217e-06, Ta=0.2499937618719857, Ti=2.891503686251064e-06, C=1.152340412536672e-05, Y=1.5567885234748857e-06, Al=5.1297150599815535e-06, Si=4.928080573597751e-06, V=2.7169911947975552e-06, Cr=0.0",1
"Test temp=297.03888888999995, Solidus temperature=3408.91319, W=0.7622878006680082, Nb=1.9847514867235847e-06, Hf=1.0330891132898554e-06, Mo=1.921793390631644e-06, Re=0.2376659212568029, Zr=2.0213548609039976e-06, Ta=1.019056293066856e-06, Ti=3.852258880462663e-06, C=1.5352266741412563e-05, Y=2.074060096507781e-06, Al=6.83415708166633e-06, Si=6.565525834722768e-06, V=3.619761409285284e-06, Cr=0.0",1
