text,YS_Class
"Test temp=2199.816667, YS=35.7147782, Solidus temperature=3665.9769, W=0.9811915012615292, Nb=1.979174619501823e-06, Hf=1.0301862809445443e-06, Mo=1.916393426636704e-06, Re=0.0187623506980405, Zr=2.0156751434468096e-06, Ta=1.0161928909351783e-06, Ti=3.841434585116923e-06, C=1.5309129072166494e-05, Y=2.068232284892296e-06, Al=6.814954079742883e-06, Si=6.547077648102819e-06, V=3.6095903985118567e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=20.75318192, Solidus temperature=3665.9769, W=0.9811915012615292, Nb=1.979174619501823e-06, Hf=1.0301862809445443e-06, Mo=1.916393426636704e-06, Re=0.0187623506980405, Zr=2.0156751434468096e-06, Ta=1.0161928909351783e-06, Ti=3.841434585116923e-06, C=1.5309129072166494e-05, Y=2.068232284892296e-06, Al=6.814954079742883e-06, Si=6.547077648102819e-06, V=3.6095903985118567e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=272.3424206, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=1922.038889, YS=115.8317131, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=2199.816667, YS=32.54319558, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=102.0422234, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=1922.038889, YS=63.1558626, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=2199.816667, YS=33.16372261, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=24.06265944, Solidus temperature=3657.64734, W=0.975264661456859, Nb=1.9793256137451623e-06, Hf=1.030264875423504e-06, Mo=1.9165396312073084e-06, Re=0.0246891869820067, Zr=2.015828922370662e-06, Ta=1.0162704178371212e-06, Ti=3.841727654006754e-06, C=1.53102970289186e-05, Y=2.068390073480444e-06, Al=6.815474002959625e-06, Si=6.547577134618976e-06, V=3.609865779655905e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=353.0109351, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=1922.038889, YS=104.1106469, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=2199.816667, YS=47.4358444, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=69.63692274, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=1922.038889, YS=59.01901571, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=2199.816667, YS=43.4368924, Solidus temperature=3653.54172, W=0.9723009024158666, Nb=1.979401119506847e-06, Hf=1.0303041771602249e-06, Mo=1.9166127418585568e-06, Re=0.0276529442624455, Zr=2.015905820631945e-06, Ta=1.016309185724246e-06, Ti=3.841874205221312e-06, C=1.5310881074126097e-05, Y=2.06846897680331e-06, Al=6.81573399431843e-06, Si=6.547826906458085e-06, V=3.610003485985465e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=116.5211876, Solidus temperature=3642.76809, W=0.9643964393934484, Nb=1.9796024963708097e-06, Hf=1.0304089964523223e-06, Mo=1.9168077308679003e-06, Re=0.0355574025893972, Zr=2.016110911347617e-06, Ta=1.016412581218277e-06, Ti=3.842265063128566e-06, C=1.5312438745880862e-05, Y=2.0686794150978257e-06, Al=6.81642740159392e-06, Si=6.54849305786883e-06, V=3.610370754233288e-06, Cr=0.0",0
"Test temp=1922.038889, YS=77.91061653, Solidus temperature=3642.76809, W=0.9643964393934484, Nb=1.9796024963708097e-06, Hf=1.0304089964523223e-06, Mo=1.9168077308679003e-06, Re=0.0355574025893972, Zr=2.016110911347617e-06, Ta=1.016412581218277e-06, Ti=3.842265063128566e-06, C=1.5312438745880862e-05, Y=2.0686794150978257e-06, Al=6.81642740159392e-06, Si=6.54849305786883e-06, V=3.610370754233288e-06, Cr=0.0",0
"Test temp=2199.816667, YS=48.53900357, Solidus temperature=3642.76809, W=0.9643964393934484, Nb=1.9796024963708097e-06, Hf=1.0304089964523223e-06, Mo=1.9168077308679003e-06, Re=0.0355574025893972, Zr=2.016110911347617e-06, Ta=1.016412581218277e-06, Ti=3.842265063128566e-06, C=1.5312438745880862e-05, Y=2.0686794150978257e-06, Al=6.81642740159392e-06, Si=6.54849305786883e-06, V=3.610370754233288e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=31.4400364, Solidus temperature=3642.76809, W=0.9643964393934484, Nb=1.9796024963708097e-06, Hf=1.0304089964523223e-06, Mo=1.9168077308679003e-06, Re=0.0355574025893972, Zr=2.016110911347617e-06, Ta=1.016412581218277e-06, Ti=3.842265063128566e-06, C=1.5312438745880862e-05, Y=2.0686794150978257e-06, Al=6.81642740159392e-06, Si=6.54849305786883e-06, V=3.610370754233288e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=337.8424964, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=1922.038889, YS=235.800273, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=2199.816667, YS=64.32796922, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=127.5527793, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=1922.038889, YS=93.76852963, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=2199.816667, YS=57.84690909, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=35.7147782, Solidus temperature=3630.92047, W=0.9555019958030844, Nb=1.9798290943258938e-06, Hf=1.0305269436522905e-06, Mo=1.917027140932749e-06, Re=0.0444518408962196, Zr=2.0163416882892364e-06, Ta=1.016528926299094e-06, Ti=3.842704873346927e-06, C=1.5314191505494743e-05, Y=2.068916209366395e-06, Al=6.817207653443983e-06, Si=6.54924264024131e-06, V=3.610784020346816e-06, Cr=0.0",0
"Test temp=1922.038889, YS=206.1528703, Solidus temperature=3628.32321, W=0.953525176250944, Nb=1.979879456472051e-06, Hf=1.030553157808201e-06, Mo=1.917075905546491e-06, Re=0.0464286592740752, Zr=2.016392979228995e-06, Ta=1.0165547843787165e-06, Ti=3.842802622624895e-06, C=1.5314581062125203e-05, Y=2.068968837677001e-06, Al=6.81738106700236e-06, Si=6.549409237406698e-06, V=3.6108758701095535e-06, Cr=0.0",0
"Test temp=2199.816667, YS=53.84795709, Solidus temperature=3628.32321, W=0.953525176250944, Nb=1.979879456472051e-06, Hf=1.030553157808201e-06, Mo=1.917075905546491e-06, Re=0.0464286592740752, Zr=2.016392979228995e-06, Ta=1.0165547843787165e-06, Ti=3.842802622624895e-06, C=1.5314581062125203e-05, Y=2.068968837677001e-06, Al=6.81738106700236e-06, Si=6.549409237406698e-06, V=3.6108758701095535e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=355.0793585, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=1922.038889, YS=199.9475999, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=2199.816667, YS=47.71163419, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=146.1685903, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=1922.038889, YS=77.22114205, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=2199.816667, YS=48.33216123, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=22.20107834, Solidus temperature=3605.45632, W=0.9357292735421866, Nb=1.980332831112265e-06, Hf=1.030789145239464e-06, Mo=1.917514898736758e-06, Re=0.0642245514115821, Zr=2.0168547151384715e-06, Ta=1.0167875663079995e-06, Ti=3.84368258996369e-06, C=1.5318087963849134e-05, Y=2.0694426129865685e-06, Al=6.818942186129261e-06, Si=6.55090899338776e-06, V=3.611702728301914e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=163.4054524, Solidus temperature=3573.76462, W=0.9100096873476118, Nb=1.980988072283689e-06, Hf=1.0311302068410324e-06, Mo=1.918149355070932e-06, Re=0.0899441223280224, Zr=2.017522040461456e-06, Ta=1.0171239951474196e-06, Ti=3.844954365618398e-06, C=1.532315632495678e-05, Y=2.070127338291641e-06, Al=6.82119839861825e-06, Si=6.553076520590905e-06, V=3.612897747790228e-06, Cr=0.0",0
"Test temp=1922.038889, YS=112.3843407, Solidus temperature=3573.76462, W=0.9100096873476118, Nb=1.980988072283689e-06, Hf=1.0311302068410324e-06, Mo=1.918149355070932e-06, Re=0.0899441223280224, Zr=2.017522040461456e-06, Ta=1.0171239951474196e-06, Ti=3.844954365618398e-06, C=1.532315632495678e-05, Y=2.070127338291641e-06, Al=6.82119839861825e-06, Si=6.553076520590905e-06, V=3.612897747790228e-06, Cr=0.0",0
"Test temp=2199.816667, YS=60.81164936, Solidus temperature=3573.76462, W=0.9100096873476118, Nb=1.980988072283689e-06, Hf=1.0311302068410324e-06, Mo=1.918149355070932e-06, Re=0.0899441223280224, Zr=2.017522040461456e-06, Ta=1.0171239951474196e-06, Ti=3.844954365618398e-06, C=1.532315632495678e-05, Y=2.070127338291641e-06, Al=6.82119839861825e-06, Si=6.553076520590905e-06, V=3.612897747790228e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=47.78058164, Solidus temperature=3573.76462, W=0.9100096873476118, Nb=1.980988072283689e-06, Hf=1.0311302068410324e-06, Mo=1.918149355070932e-06, Re=0.0899441223280224, Zr=2.017522040461456e-06, Ta=1.0171239951474196e-06, Ti=3.844954365618398e-06, C=1.532315632495678e-05, Y=2.070127338291641e-06, Al=6.82119839861825e-06, Si=6.553076520590905e-06, V=3.612897747790228e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=272.3424206, Solidus temperature=3408.91319, W=0.7622878006680082, Nb=1.9847514867235847e-06, Hf=1.0330891132898554e-06, Mo=1.921793390631644e-06, Re=0.2376659212568029, Zr=2.0213548609039976e-06, Ta=1.019056293066856e-06, Ti=3.852258880462663e-06, C=1.5352266741412563e-05, Y=2.074060096507781e-06, Al=6.83415708166633e-06, Si=6.565525834722768e-06, V=3.619761409285284e-06, Cr=0.0",0
"Test temp=1922.038889, YS=173.0580951, Solidus temperature=3408.91319, W=0.7622878006680082, Nb=1.9847514867235847e-06, Hf=1.0330891132898554e-06, Mo=1.921793390631644e-06, Re=0.2376659212568029, Zr=2.0213548609039976e-06, Ta=1.019056293066856e-06, Ti=3.852258880462663e-06, C=1.5352266741412563e-05, Y=2.074060096507781e-06, Al=6.83415708166633e-06, Si=6.565525834722768e-06, V=3.619761409285284e-06, Cr=0.0",0
"Test temp=2199.816667, YS=96.52642756, Solidus temperature=3408.91319, W=0.7622878006680082, Nb=1.9847514867235847e-06, Hf=1.0330891132898554e-06, Mo=1.921793390631644e-06, Re=0.2376659212568029, Zr=2.0213548609039976e-06, Ta=1.019056293066856e-06, Ti=3.852258880462663e-06, C=1.5352266741412563e-05, Y=2.074060096507781e-06, Al=6.83415708166633e-06, Si=6.565525834722768e-06, V=3.619761409285284e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=43.50583985, Solidus temperature=3408.91319, W=0.7622878006680082, Nb=1.9847514867235847e-06, Hf=1.0330891132898554e-06, Mo=1.921793390631644e-06, Re=0.2376659212568029, Zr=2.0213548609039976e-06, Ta=1.019056293066856e-06, Ti=3.852258880462663e-06, C=1.5352266741412563e-05, Y=2.074060096507781e-06, Al=6.83415708166633e-06, Si=6.565525834722768e-06, V=3.619761409285284e-06, Cr=0.0",0
"Test temp=1922.038889, YS=229.5950027, Solidus temperature=3678.80297, W=0.990080065663276, Nb=1.978948171327004e-06, Hf=1.0300684117071638e-06, Mo=1.916174161600955e-06, Re=0.009873791576343, Zr=2.015444519047747e-06, Ta=1.0160766227579547e-06, Ti=3.840995065611208e-06, C=1.5307377471119114e-05, Y=2.0679956471437105e-06, Al=6.814174343635908e-06, Si=6.546328561201035e-06, V=3.6091774055654366e-06, Cr=0.0",0
"Test temp=2199.816667, YS=33.09477516, Solidus temperature=3678.80297, W=0.990080065663276, Nb=1.978948171327004e-06, Hf=1.0300684117071638e-06, Mo=1.916174161600955e-06, Re=0.009873791576343, Zr=2.015444519047747e-06, Ta=1.0160766227579547e-06, Ti=3.840995065611208e-06, C=1.5307377471119114e-05, Y=2.0679956471437105e-06, Al=6.814174343635908e-06, Si=6.546328561201035e-06, V=3.6091774055654366e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=33.09477516, Solidus temperature=3678.80297, W=0.990080065663276, Nb=1.978948171327004e-06, Hf=1.0300684117071638e-06, Mo=1.916174161600955e-06, Re=0.009873791576343, Zr=2.015444519047747e-06, Ta=1.0160766227579547e-06, Ti=3.840995065611208e-06, C=1.5307377471119114e-05, Y=2.0679956471437105e-06, Al=6.814174343635908e-06, Si=6.546328561201035e-06, V=3.6091774055654366e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=96.52642756, Solidus temperature=3678.80297, W=0.990080065663276, Nb=1.978948171327004e-06, Hf=1.0300684117071638e-06, Mo=1.916174161600955e-06, Re=0.009873791576343, Zr=2.015444519047747e-06, Ta=1.0160766227579547e-06, Ti=3.840995065611208e-06, C=1.5307377471119114e-05, Y=2.0679956471437105e-06, Al=6.814174343635908e-06, Si=6.546328561201035e-06, V=3.6091774055654366e-06, Cr=0.0",0
"Test temp=1922.038889, YS=64.81060136, Solidus temperature=3678.80297, W=0.990080065663276, Nb=1.978948171327004e-06, Hf=1.0300684117071638e-06, Mo=1.916174161600955e-06, Re=0.009873791576343, Zr=2.015444519047747e-06, Ta=1.0160766227579547e-06, Ti=3.840995065611208e-06, C=1.5307377471119114e-05, Y=2.0679956471437105e-06, Al=6.814174343635908e-06, Si=6.546328561201035e-06, V=3.6091774055654366e-06, Cr=0.0",0
"Test temp=2199.816667, YS=43.4368924, Solidus temperature=3678.80297, W=0.990080065663276, Nb=1.978948171327004e-06, Hf=1.0300684117071638e-06, Mo=1.916174161600955e-06, Re=0.009873791576343, Zr=2.015444519047747e-06, Ta=1.0160766227579547e-06, Ti=3.840995065611208e-06, C=1.5307377471119114e-05, Y=2.0679956471437105e-06, Al=6.814174343635908e-06, Si=6.546328561201035e-06, V=3.6091774055654366e-06, Cr=0.0",0
"Test temp=1922.038889, YS=243.3844923, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=2199.816667, YS=67.56849929, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=2477.5944440000003, YS=39.30004551, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=101.3527489, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=1922.038889, YS=67.56849929, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=2199.816667, YS=55.36480095, Solidus temperature=3664.57714, W=0.9802037574244844, Nb=1.9791997836092058e-06, Hf=1.0301993791916332e-06, Mo=1.916417792516046e-06, Re=0.0197500939483386, Zr=2.0157007716381067e-06, Ta=1.0162058112640758e-06, Ti=3.841483426826721e-06, C=1.5309323719250243e-05, Y=2.068258581318492e-06, Al=6.81504072810356e-06, Si=6.547160890563267e-06, V=3.6096362924514326e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=373.6951695, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=1922.038889, YS=244.0739668, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=2199.816667, YS=44.81584137, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=1644.2611109999998, YS=99.97379997, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
"Test temp=1922.038889, YS=75.84219308, Solidus temperature=3650.82516, W=0.9703249374307252, Nb=1.9794514598817563e-06, Hf=1.030330379983916e-06, Mo=1.916661485391654e-06, Re=0.0296289080738096, Zr=2.015957089398943e-06, Ta=1.016335032625578e-06, Ti=3.841971912242864e-06, C=1.531127046235361e-05, Y=2.0685215823630188e-06, Al=6.8159073329111865e-06, Si=6.547993431604535e-06, V=3.610095296042111e-06, Cr=0.0",0
